Id,SalePrice
1461,123685.80302842743
1462,149857.33368512348
1463,182577.86945926317
1464,187039.40913744405
1465,193191.7768819838
1466,183977.5145981985
1467,171004.96959264544
1468,177489.79023974482
1469,179145.92153268977
1470,128313.4678316794
1471,202452.6665818684
1472,101460.84425233754
1473,105324.00659253461
1474,153546.9465155657
1475,126092.4996136482
1476,338960.12469019997
1477,247557.88863804634
1478,304960.36988644686
1479,298043.0290300061
1480,387327.53301503364
1481,305412.48996465164
1482,208003.29181434948
1483,189212.39542024312
1484,178110.86593396612
1485,180696.01406555198
1486,199399.23281791562
1487,299751.34444725217
1488,241094.0951017647
1489,198626.20890249702
1490,212257.28447098203
1491,197833.38329400774
1492,105012.71791870218
1493,175848.8062419574
1494,287011.52972612955
1495,283468.3518796044
1496,227894.8738139408
1497,184125.3897429867
1498,163878.73799883845
1499,161986.27368123617
1500,164112.33176247118
1501,170893.48246860714
1502,167752.05134084783
1503,258095.89947375178
1504,221623.52132153814
1505,221064.93609880927
1506,179381.06611185928
1507,233940.1257735057
1508,191744.47106092767
1509,157089.35462528036
1510,149609.8978081421
1511,148622.7042088879
1512,172591.5038360856
1513,149789.35311771958
1514,150193.1974448725
1515,186899.92059909823
1516,153789.67710844163
1517,148291.23906881665
1518,141628.62618786818
1519,221506.48681580016
1520,139322.37655871594
1521,140765.75813270238
1522,164309.15334217963
1523,120175.3409616593
1524,121617.8175419016
1525,125616.48940870573
1526,127499.44173041628
1527,113379.93635978687
1528,125974.39816195183
1529,140873.5973863171
1530,165563.34399883027
1531,135720.5369864296
1532,105867.65542366859
1533,139189.3218520501
1534,120704.59699044838
1535,147789.42166812066
1536,121532.18310143625
1537,100674.2415327031
1538,144068.0248963436
1539,181992.4874448589
1540,121568.22298850225
1541,137965.33494839972
1542,135599.4235341737
1543,171267.7451058267
1544,91030.36427755702
1545,106922.40962603207
1546,122895.79676725813
1547,136179.0169917587
1548,124768.24368941721
1549,113664.39749675104
1550,136922.65846559356
1551,123465.2558341203
1552,144634.89648823006
1553,134783.1846264465
1554,114966.76202896642
1555,168431.77187872631
1556,99750.76124982256
1557,115550.6139060488
1558,103430.99358674469
1559,115839.14743492857
1560,140350.79999995383
1561,145611.93093290983
1562,127624.38835357378
1563,122872.62085631084
1564,162170.64654079438
1565,154055.92571044274
1566,208079.26552690752
1567,97244.71263407063
1568,212957.04767056665
1569,158215.68071530413
1570,139538.81785520987
1571,126736.49313396121
1572,141642.59696412834
1573,227129.07751632782
1574,135811.19894444582
1575,204334.8261192317
1576,220712.6746411895
1577,194065.12047543356
1578,144625.5118132127
1579,143091.819287594
1580,191533.68898633667
1581,138974.18808102436
1582,126840.22211299748
1583,308654.55075001117
1584,232118.37857354662
1585,148392.65525870165
1586,92838.79667313944
1587,112811.35269563855
1588,140433.35125537822
1589,110806.02512455476
1590,134343.7582189565
1591,103208.65461033513
1592,130466.46903428236
1593,121163.35094952742
1594,127448.24567033227
1595,130735.84092761803
1596,203590.8644818264
1597,170293.7845647898
1598,182441.93749953248
1599,166818.3436705014
1600,176813.16111923396
1601,86823.60372959125
1602,116819.64741055238
1603,103406.95413694374
1604,266382.1115292346
1605,239214.9826222878
1606,161691.1562559939
1607,164544.30889730388
1608,213091.71066406587
1609,191034.00921835218
1610,163423.27020245703
1611,150212.6278533956
1612,186941.84248637196
1613,179618.68552989908
1614,122059.43652426128
1615,93211.3706129724
1616,90339.09014405023
1617,100175.43896066952
1618,123982.02262476065
1619,135642.67185302667
1620,171581.51582053903
1621,141665.7282589786
1622,140614.40327575794
1623,252752.57811928182
1624,216603.67298609574
1625,127809.18786816581
1626,168882.14545804943
1627,188454.5033911322
1628,261620.38122816704
1629,175309.55677597926
1630,292925.63446709793
1631,197661.5368160557
1632,228599.27371170223
1633,172643.71909705852
1634,186389.30376597322
1635,182168.31354494148
1636,169562.71860166048
1637,183732.09267431623
1638,197960.43613949124
1639,182174.62561019094
1640,232071.91517776754
1641,177793.79343424315
1642,216788.42345124032
1643,218716.72409451657
1644,216268.31616146854
1645,186472.85337921165
1646,154698.38261095327
1647,160305.7620634441
1648,142136.15821217527
1649,137584.358700606
1650,123941.57524341125
1651,123790.65321521882
1652,101691.5877183197
1653,101842.37881267461
1654,156107.3126252225
1655,147742.73065402784
1656,151962.65972980473
1657,155769.91160932023
1658,156104.00593405223
1659,128598.05487234425
1660,151704.80379448168
1661,387319.3002772512
1662,319745.494371021
1663,361558.3604348747
1664,388697.97334969393
1665,311211.8787574342
1666,317630.26737109927
1667,321993.65679098864
1668,325301.9590290081
1669,281206.5265253063
1670,325750.8513704759
1671,269243.53413833806
1672,370922.6359694385
1673,291065.7234939776
1674,251984.34846923515
1675,196580.28954564486
1676,194387.2483701776
1677,207265.99672172384
1678,380604.7570257345
1679,360039.87753410323
1680,303301.1040646262
1681,241979.55372533243
1682,302102.88792869204
1683,195147.66280321847
1684,183803.31422696955
1685,180055.8175822435
1686,183597.90819982428
1687,173742.6735501393
1688,195827.2241018951
1689,194267.4969407307
1690,190889.651333701
1691,183880.9468292193
1692,243706.56811720625
1693,174232.15087408482
1694,182948.3135103518
1695,171687.15335450368
1696,260559.924932674
1697,171452.98214379646
1698,315170.3140307258
1699,314555.5023967935
1700,239338.3926847128
1701,257800.03549355717
1702,251557.8770402759
1703,257951.8022665495
1704,282743.6310118463
1705,230416.9029312976
1706,369495.99352570047
1707,206792.39409105107
1708,204012.6513733484
1709,258580.95048177722
1710,225726.4088368213
1711,249257.40010430917
1712,263046.2433602653
1713,265255.59708863375
1714,217158.12318789013
1715,199024.01132225452
1716,177332.1564573281
1717,168221.97984119525
1718,131314.85519613232
1719,204694.77954259363
1720,233593.46010269882
1721,166674.0701835482
1722,126730.4709570069
1723,157995.96809722728
1724,211050.4168649931
1725,225880.29267658904
1726,189689.56473914432
1727,178896.2880510563
1728,190656.1293820069
1729,162125.6493131925
1730,147549.8996537552
1731,126498.26985873976
1732,130545.63507720939
1733,125823.96221815013
1734,128641.830894391
1735,132489.29077771874
1736,122974.14879329721
1737,267702.61386279325
1738,211412.21379339864
1739,248313.5342135573
1740,228667.94470966278
1741,186893.60940674847
1742,169698.62878259353
1743,172258.6245777021
1744,258956.96119159856
1745,201894.70990811774
1746,191811.30257289406
1747,198981.29113905109
1748,204600.3227307557
1749,163271.96193187102
1750,140226.28790913324
1751,210022.82458414033
1752,123205.9977990121
1753,152346.91307002617
1754,192718.29603731126
1755,165849.1755776155
1756,125037.91469209276
1757,121692.51412504904
1758,148930.59082182377
1759,161164.0510307499
1760,164219.03718327492
1761,151093.74239570188
1762,171961.77200871054
1763,167129.26528210947
1764,122862.63703819396
1765,167294.3689674037
1766,171477.8854057919
1767,197206.07645122043
1768,141440.58893464776
1769,161561.0391938579
1770,138730.70973555956
1771,135377.99056723708
1772,140149.04472944763
1773,140227.78251561063
1774,150467.31401982575
1775,132742.90418824143
1776,121935.58710497
1777,115279.30322987663
1778,131468.27105217596
1779,124679.1315362506
1780,165077.26674016175
1781,131668.64141382655
1782,106502.24109439373
1783,137048.9611291879
1784,109356.99366424029
1785,120889.37483432332
1786,150196.91398472956
1787,161693.06775958766
1788,83472.19238634635
1789,104947.35453616305
1790,103816.12302165655
1791,176071.7216026484
1792,148280.19086623404
1793,148057.32651030648
1794,134976.12141862593
1795,134240.09305589506
1796,128861.59275855523
1797,118169.64307537385
1798,128442.11168634503
1799,111363.4445547779
1800,130463.2730348256
1801,131502.3189171562
1802,134692.58590561096
1803,154145.68924368834
1804,141079.7157748898
1805,138633.69174210643
1806,119165.91049598811
1807,134613.72410009563
1808,122227.596231185
1809,120782.60439081654
1810,140637.57466697745
1811,111544.04937191616
1812,106576.97253935933
1813,121082.71898518788
1814,103496.95106861394
1815,79815.45601388329
1816,104602.09573645376
1817,133275.00710279463
1818,140401.3684931362
1819,119355.52218385479
1820,89457.00867973418
1821,117504.78601939844
1822,146148.36766006163
1823,81027.33549121494
1824,127351.11469487056
1825,131585.8890483152
1826,111369.33001476589
1827,111372.71253133932
1828,131041.82277830981
1829,116990.1822456889
1830,136241.81700868162
1831,143298.12097421143
1832,120746.41157856316
1833,140807.21077380909
1834,125762.0630827806
1835,141164.05128056314
1836,127214.59997542421
1837,100229.7295925034
1838,125099.80079595873
1839,100739.97881401605
1840,137172.23673947607
1841,136066.1379738507
1842,100075.5121864893
1843,144339.45512089742
1844,136403.2572992393
1845,144496.87489356202
1846,153386.0505303647
1847,157734.7202670216
1848,77213.25246555563
1849,120433.9449453631
1850,125323.23764478402
1851,148110.9537455162
1852,130249.00830511768
1853,140831.79268922855
1854,169552.43703006013
1855,152173.22186655345
1856,217881.60261911625
1857,159906.61545090025
1858,140222.72951617502
1859,127540.89076111856
1860,150210.8944838349
1861,127091.3949284669
1862,250031.81282352554
1863,244444.4813262996
1864,244592.99607139852
1865,302839.66183017916
1866,315815.90330980625
1867,229903.148153321
1868,293447.4150480481
1869,199775.08633248985
1870,214388.82185960017
1871,252598.33098970717
1872,182317.78508799843
1873,224300.46625098446
1874,140364.18444994444
1875,198701.64925975318
1876,193310.2160597611
1877,211054.2249876088
1878,218238.08331137814
1879,131053.08799851198
1880,133323.31110593994
1881,242640.25964955118
1882,245764.4346204282
1883,198426.89549653337
1884,207083.88860019654
1885,234007.28104624915
1886,286116.41088882124
1887,206428.91755230082
1888,263150.86098154256
1889,177653.69388162115
1890,134969.20226935807
1891,138525.74843772466
1892,115536.88956919778
1893,133633.4160864371
1894,133515.0731205671
1895,147086.79511096873
1896,124230.49377402585
1897,127191.99393078175
1898,114236.69438783028
1899,140101.83177876103
1900,126702.89216576067
1901,149981.13310034454
1902,135587.6392653053
1903,183435.384249613
1904,137654.57387504252
1905,178134.41067220463
1906,153390.6840203609
1907,179825.61612489255
1908,119291.22189644324
1909,138586.12307412113
1910,128657.25545704129
1911,182528.14815277746
1912,250439.10819235616
1913,153115.78027401178
1914,84504.12192091014
1915,284523.42442161473
1916,92837.71212747211
1917,246717.99036135833
1918,135515.3628625047
1919,157352.74809412487
1920,175389.2020768509
1921,346713.2729164372
1922,287855.9187004499
1923,193584.13791070794
1924,229591.73104169298
1925,212786.16377580242
1926,357198.52046539297
1927,134496.85026760225
1928,164700.10595278078
1929,121404.92680415476
1930,136482.85604848148
1931,147191.83989111945
1932,143194.87968089682
1933,173507.07156421954
1934,181378.672707776
1935,177458.40100838564
1936,184514.0953806694
1937,180577.53839099797
1938,180140.2567936322
1939,232662.8650945345
1940,193327.45947781962
1941,181953.51318245358
1942,186692.24868859455
1943,196694.5391195742
1944,312102.6173936306
1945,344550.730070702
1946,157527.80983495788
1947,282824.43474774633
1948,165239.1573666113
1949,238667.3198970571
1950,168749.6473599976
1951,238796.30339807612
1952,216650.86713632633
1953,166868.9472972691
1954,187511.84636497303
1955,133101.23736782983
1956,253779.28374572232
1957,162739.0018853909
1958,290443.115000404
1959,148422.6035137557
1960,120801.6516697813
1961,124239.48632016813
1962,101658.75928254082
1963,104910.67744971262
1964,111505.24880156947
