Id,SalePrice
1461,122611.3221878144
1462,165862.0391661949
1463,183969.18943849075
1464,188216.7321170484
1465,197087.34176396375
1466,176733.5505667801
1467,175783.79289302646
1468,164116.97199004542
1469,179834.97806545626
1470,126118.44949168025
1471,199814.632436352
1472,89122.84486157607
1473,96831.92860531548
1474,155053.5460950233
1475,116925.17054178078
1476,395727.57728367584
1477,254844.22794447278
1478,292580.8222370841
1479,292292.9059185617
1480,516627.8189592488
1481,322500.5558481912
1482,205386.2882455267
1483,177155.85685392053
1484,166051.37940212077
1485,174879.29005350365
1486,193334.59925564568
1487,320735.17196180916
1488,237968.11717354055
1489,195457.6494540579
1490,234302.2893379484
1491,190726.88223001978
1492,105301.17930583571
1493,170959.24267642634
1494,314221.95936478593
1495,288450.66654545086
1496,246370.40841047146
1497,184468.3742834009
1498,154039.57707343175
1499,159287.76842730807
1500,164489.47422017663
1501,174472.59655188318
1502,149321.35297250183
1503,279706.18857077166
1504,232311.3138041613
1505,226389.62688334074
1506,178303.9123270518
1507,258334.3877769227
1508,198101.31998498546
1509,162133.44796768346
1510,150765.40747479125
1511,155436.57467675302
1512,170301.5092413343
1513,147930.73421534398
1514,161846.69463044414
1515,199516.9094074304
1516,154327.97639756202
1517,156359.28086274012
1518,134676.459277281
1519,220119.6732535853
1520,136380.01953102188
1521,136563.5383857656
1522,171129.9636227453
1523,116980.03477039655
1524,125631.18401392676
1525,124102.45001662009
1526,122072.44241006557
1527,106830.1106624505
1528,128376.86040325365
1529,145512.68510286853
1530,173061.96501556877
1531,107365.77216279322
1532,99745.30668173298
1533,147968.36251622604
1534,121330.57842504936
1535,150864.74946268625
1536,109427.99833269922
1537,73251.38008112556
1538,138227.28022128192
1539,184279.0535472698
1540,98413.63222408526
1541,136136.9015176246
1542,142004.4850492275
1543,197412.31262375342
1544,80981.08778380102
1545,107695.3671172959
1546,126686.36907787563
1547,128241.02783072642
1548,133867.88282483444
1549,116048.52120573442
1550,136358.6504838554
1551,111129.36366938383
1552,137894.03554793604
1553,143158.55391510506
1554,115431.13092231749
1555,173118.39601885842
1556,94439.33706661078
1557,109229.1467635905
1558,93591.28058157058
1559,95986.23181284699
1560,136947.48125758875
