Id,SalePrice
1461,118897.42165078178
1462,151736.95770715727
1463,184865.74395437408
1464,190812.38585230152
1465,190808.92714346957
1466,178948.1167891321
1467,171411.64047210742
1468,172076.10288893184
1469,185369.10467518625
1470,121636.65387282289
1471,206718.40023759782
1472,92237.99635408864
1473,93826.78657358077
1474,150186.31346640387
1475,117623.83566722718
1476,378480.1993820246
1477,254419.43067677875
1478,299198.9940408864
1479,274106.73415671015
1480,517161.04860722844
1481,326578.6282832678
1482,201950.47615283018
1483,180215.8599911282
1484,170893.90165556717
1485,179767.31153994222
1486,197269.29880155734
1487,317450.09394803515
1488,231914.51590373588
1489,209437.0901421793
1490,229056.67630333934
1491,191844.56813222842
1492,94163.69497473497
1493,174847.07126570283
1494,308728.4904400571
1495,279101.26388860674
1496,230968.64514093462
1497,181765.7717925125
1498,162383.38949912007
1499,161933.53994654896
1500,155288.8265413381
1501,171195.71740453065
1502,155929.24771712685
1503,283171.17443043215
1504,226428.5731319003
1505,220659.3458909068
1506,188188.93974173375
1507,253126.59614500107
1508,204178.74557114538
1509,160265.38926281355
1510,152861.46585655003
1511,156311.3497412134
1512,176630.6149173183
1513,140700.96319346863
1514,158881.45035160508
1515,179521.6154587817
1516,143242.1454361853
1517,150531.03701745102
1518,131202.65804040822
1519,231154.07758954447
1520,138173.6557702621
1521,139530.32783487497
1522,164432.8730793843
1523,116874.02865171748
1524,124844.70937022528
1525,122179.4919665686
1526,121858.507108546
1527,104584.37502542434
1528,130455.78181644986
1529,145422.48237947404
1530,168329.36419775488
1531,110278.68367344217
1532,94835.07329714557
1533,156768.7319881191
1534,117547.58705285973
1535,149488.86710939737
1536,120299.61642724928
1537,76467.67866020644
1538,151852.25065084262
1539,189528.17912924977
1540,105490.91235766737
1541,142547.4972895786
1542,143908.52088502306
1543,206435.25157919063
1544,84873.6718787388
1545,107001.48372505969
1546,124383.49335884696
1547,137380.19215379548
1548,133231.75849463503
1549,110198.78363742186
1550,134808.54836145512
1551,113274.09881383208
1552,135048.0655355158
