Id,SalePrice
1461,115031.73770867824
1462,162969.02288325905
1463,169669.28403831375
1464,187050.2836827539
1465,187263.08535409428
1466,170681.64401981272
1467,194148.3560703327
1468,164553.40442856017
1469,189196.0616301956
1470,118712.29749745107
1471,184672.24697762597
1472,102624.61067440693
1473,98024.90276975515
1474,143714.65283819873
1475,118038.15549482977
1476,342978.943563326
1477,239452.0326515096
1478,286472.3293823617
1479,280662.4889905174
1480,475785.02644935035
1481,301417.65633170714
1482,201412.25729861454
1483,172653.26189269434
1484,163410.43048400764
1485,194460.4080275033
1486,195334.26056897154
1487,321168.913421004
1488,230419.84741940227
1489,179887.99983371448
1490,227687.03083368595
1491,194110.03271550784
1492,84851.86698160114
1493,191479.38883943384
1494,286195.84560478
1495,280452.73747263424
1496,215013.70383841003
1497,170241.2741876849
1498,154910.74032732137
1499,155150.12709588528
1500,156793.64911000206
1501,163196.39615135037
1502,150663.59031699717
1503,281190.42874189315
1504,244195.03689948842
1505,222132.11902951618
1506,200698.86816623414
1507,247626.73951396332
1508,199297.62167362394
1509,157268.1922236483
1510,139745.44645807377
1511,153202.14442051516
1512,181989.37103982622
1513,158833.31157533638
1514,145786.64371718976
1515,188986.49280526687
1516,154863.5276127095
1517,154157.9524226794
1518,134101.02792452852
1519,215025.981797242
1520,130125.92009486446
1521,122546.77842339681
1522,188215.21138179526
1523,102008.32498468706
1524,116906.16664051426
1525,114388.82570324653
1526,102252.58007731597
1527,106113.18910971977
1528,144761.83729578715
1529,132525.46016837825
1530,191572.12006468733
1531,119921.4308668815
1532,108201.31197490128
1533,149283.64039091094
1534,130214.30061408092
1535,143358.18824043142
1536,111177.54808483593
1537,64278.51945981865
1538,134095.67265195638
1539,207820.71398151456
1540,92839.47455191458
1541,133318.66798754266
1542,133950.28284736452
1543,149991.50773217395
1544,87964.80142441533
1545,108118.95920080262
1546,135007.5708323939
1547,121604.11360799013
1548,130347.63269803586
1549,110886.81540980209
1550,126701.4363953648
1551,119487.14583446774
1552,132195.4957935888
1553,135992.4540344008
1554,119497.49461904445
1555,160067.42429520586
1556,84274.53959764268
1557,94493.36577396603
1558,106469.38404358133
1559,77378.15490205823
1560,136621.0268719629
1561,118104.0489699158
1562,128344.00630798645
1563,118293.04459150055
1564,153265.16555015283
1565,125920.5461499671
1566,232167.24366248737
1567,83991.48573865854
1568,228737.8828488882
1569,112856.52367294159
1570,144933.85439716262
1571,112702.22825433778
1572,137442.0820036106
1573,224336.61679506188
1574,124741.90027421342
1575,230135.2593853354
1576,262376.76940840884
1577,185203.6650624917
1578,141155.28800413152
1579,133398.116633058
1580,198657.3341659681
1581,162046.166269924
1582,127942.713803263
1583,307439.1033991171
1584,217885.7998891123
1585,143799.35388884618
1586,70883.53933539413
1587,107749.5256005743
1588,151798.56364455484
1589,96240.654397891
1590,135481.03163572508
1591,90871.38270571003
1592,107294.41330839293
1593,129929.2560718444
1594,122719.04989046033
1595,105480.76975198046
1596,196028.51105923465
1597,158708.86584729273
1598,198879.23918004875
1599,176026.03378458263
1600,176747.93470332705
1601,72427.22619706998
1602,117362.93786669457
1603,77523.5743219769
1604,270431.74228877685
1605,256940.95800248376
1606,170618.52925866723
1607,183471.06015716112
1608,226347.1756210266
1609,179366.62762128323
1610,145792.84823840545
1611,132843.911051539
1612,170907.04370230992
1613,169800.68431666738
1614,142344.3944927071
1615,97650.82615570567
1616,82447.58254959522
1617,97920.48916989818
1618,117245.95556960856
1619,141517.78017331226
1620,163434.081110213
1621,133508.28631707834
1622,151136.7498954792
1623,268949.86674165586
1624,215431.93322305434
1625,115288.79301725552
1626,176199.02737008248
1627,187704.41792544955
1628,274481.6978757008
1629,169261.1241228537
1630,322191.0038820485
1631,215298.52007977656
